asset_id	canonical_name	aliases	development_codes	modality	adc_scope	target	company	highest_stage	development_status	nct_ids	first_seen	last_seen	sources	source_count	evidence_ids	catalog_status
OURS_ADC_CANDIDATE_ADC_SUFFIX_91ba91f14300	Trastuzmab deruxtecan			PRESUMED_STRICT_ADC	PRESUMED_ADC			PHASE2			2023-06-08		clinicaltrials	1	ADC_CANDIDATE_ADC_SUFFIX_91ba91f14300	SINGLE_STRONG_SOURCE
OURS_ADC_CANDIDATE_ADC_SUFFIX_96a2cf3d74cc	Disitamb Vedotin			PRESUMED_STRICT_ADC	PRESUMED_ADC			PHASE2			2023-08-21		clinicaltrials	1	ADC_CANDIDATE_ADC_SUFFIX_96a2cf3d74cc	SINGLE_STRONG_SOURCE
OURS_ADC_CANDIDATE_ADC_SUFFIX_7394fd247fe6	Distitamab Vedotin			PRESUMED_STRICT_ADC	PRESUMED_ADC			PHASE2			2024-10-08		clinicaltrials	1	ADC_CANDIDATE_ADC_SUFFIX_7394fd247fe6	SINGLE_STRONG_SOURCE
OURS_ADC_CANDIDATE_ADC_SUFFIX_e1a3cb555c56	bulumtatug fuvedotin			PRESUMED_STRICT_ADC	PRESUMED_ADC			PHASE3			2023-08-01		clinicaltrials; conference_abstract_corpus; europe_pmc; pubmed	4	ADC_CANDIDATE_ADC_SUFFIX_e1a3cb555c56	MULTISOURCE_CONFIRMED
OURS_ADC_CANDIDATE_ADC_SUFFIX_d1e372057963	Trastzumab Deruxtecan			PRESUMED_STRICT_ADC	PRESUMED_ADC			PHASE2			2026-01-14		clinicaltrials	1	ADC_CANDIDATE_ADC_SUFFIX_d1e372057963	SINGLE_STRONG_SOURCE
OURS_ADC_SUFFIX_d16f6c6d9d59	dimer Talirine			PRESUMED_STRICT_ADC	PRESUMED_ADC						2018-07-01		conference_abstract_corpus	1	ADC_SUFFIX_d16f6c6d9d59	NEEDS_REVIEW
OURS_ADC_SUFFIX_600328b3a7dc	sacitizumab govitecan			PRESUMED_STRICT_ADC	PRESUMED_ADC						2022-06-15		conference_abstract_corpus	1	ADC_SUFFIX_600328b3a7dc	NEEDS_REVIEW
OURS_ADC_SUFFIX_3ff73d8223d6	PODO447 Vedotin			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus	1	ADC_SUFFIX_3ff73d8223d6	NEEDS_REVIEW
OURS_ADC_SUFFIX_be94ba398163	transtuzumab deruxtecan			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus	1	ADC_SUFFIX_be94ba398163	NEEDS_REVIEW
OURS_ADC_SUFFIX_bae554c4c776	compounds Mertansine			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus	1	ADC_SUFFIX_bae554c4c776	NEEDS_REVIEW
OURS_ADC_SUFFIX_d6293dc7ac92	paritumab deruxtecan			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus	1	ADC_SUFFIX_d6293dc7ac92	NEEDS_REVIEW
OURS_ADC_SUFFIX_1099c87ec1ba	proprietary duocarmazine			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus	1	ADC_SUFFIX_1099c87ec1ba	NEEDS_REVIEW
OURS_ADC_SUFFIX_3fe2436b80b7	Datopotomab deruxtecan			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-06-01		conference_abstract_corpus	1	ADC_SUFFIX_3fe2436b80b7	NEEDS_REVIEW
OURS_ADC_SUFFIX_5cec9ea98cf3	CADM1 Tesirine			PRESUMED_STRICT_ADC	PRESUMED_ADC						2025-04-21		conference_abstract_corpus	1	ADC_SUFFIX_5cec9ea98cf3	NEEDS_REVIEW
OURS_ADC_SUFFIX_1d432ae0e8ef	trastuzuamb deruxtecan			PRESUMED_STRICT_ADC	PRESUMED_ADC						2025-6		conference_abstract_corpus	1	ADC_SUFFIX_1d432ae0e8ef	NEEDS_REVIEW
OURS_ADC_SUFFIX_d02d9a7c8dec	tecotabart vedotin			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-06-01		conference_abstract_corpus	1	ADC_SUFFIX_d02d9a7c8dec	NEEDS_REVIEW
OURS_ADC_SUFFIX_a8bc2727811b	Tratuzumab deruxtecan			PRESUMED_STRICT_ADC	PRESUMED_ADC						2025-6		conference_abstract_corpus	1	ADC_SUFFIX_a8bc2727811b	NEEDS_REVIEW
OURS_ADC_SUFFIX_c4ebbfd52cc7	distamab vedotin			PRESUMED_STRICT_ADC	PRESUMED_ADC						2025-6		conference_abstract_corpus	1	ADC_SUFFIX_c4ebbfd52cc7	NEEDS_REVIEW
OURS_ADC_SUFFIX_8a7616020c3f	zelenectide pevedotin			ADJACENT_CONJUGATE_MODALITY	ADJACENT_CONJUGATE_MODALITY						2025-6		conference_abstract_corpus	1	ADC_SUFFIX_8a7616020c3f	EXCLUDED_ADJACENT_MODALITY
OURS_ADC_SUFFIX_37cf3799eb5a	trastruzumab deruxtecan			PRESUMED_STRICT_ADC	PRESUMED_ADC						2026-06-01		conference_abstract_corpus	1	ADC_SUFFIX_37cf3799eb5a	NEEDS_REVIEW
OURS_ADC_SUFFIX_6c1ceb99d1d4	sacituzmab govitecan			PRESUMED_STRICT_ADC	PRESUMED_ADC						2026-06-01		conference_abstract_corpus	1	ADC_SUFFIX_6c1ceb99d1d4	NEEDS_REVIEW
OURS_ADC_SUFFIX_fc6331e3c021	Trastuzumab vedotin			PRESUMED_STRICT_ADC	PRESUMED_ADC								conference_abstract_corpus	1	ADC_SUFFIX_fc6331e3c021	NEEDS_REVIEW
OURS_ADC_SUFFIX_6ff3aa358139	datopotumab deruxtecan			PRESUMED_STRICT_ADC	PRESUMED_ADC								conference_abstract_corpus	1	ADC_SUFFIX_6ff3aa358139	NEEDS_REVIEW
OURS_ADC_SUFFIX_eb050b5c38e1	M100B vedotin			PRESUMED_STRICT_ADC	PRESUMED_ADC								conference_abstract_corpus	1	ADC_SUFFIX_eb050b5c38e1	NEEDS_REVIEW
OURS_ADC_SUFFIX_11576be5c2dc	MEDI4276			PRESUMED_STRICT_ADC	PRESUMED_ADC						2019-01-11		europe_pmc; pubmed	2	ADC_SUFFIX_11576be5c2dc	NEEDS_REVIEW
OURS_ADC_SUFFIX_55a5a29847cc	ABBV-011			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-06-01		conference_abstract_corpus; europe_pmc; pubmed	3	ADC_SUFFIX_55a5a29847cc	NEEDS_REVIEW
OURS_ADC_SUFFIX_cd62f9575d7d	DHES0815A			PRESUMED_STRICT_ADC	PRESUMED_ADC						2021-07-01		conference_abstract_corpus; europe_pmc; pubmed	3	ADC_SUFFIX_cd62f9575d7d	NEEDS_REVIEW
OURS_ADC_SUFFIX_62c9335b3447	STI-8811			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-10-01		europe_pmc; pubmed	2	ADC_SUFFIX_62c9335b3447	NEEDS_REVIEW
OURS_ADC_SUFFIX_74810e000196	Tras-16b			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-09-21		europe_pmc; pubmed	2	ADC_SUFFIX_74810e000196	NEEDS_REVIEW
OURS_ADC_SUFFIX_868eb4c7e7c0	OBI-992			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus; europe_pmc; pubmed	3	ADC_SUFFIX_868eb4c7e7c0	NEEDS_REVIEW
OURS_ADC_SUFFIX_5bc7a0c8475f	TUB-010			PRESUMED_STRICT_ADC	PRESUMED_ADC						2025-01-19		europe_pmc; pubmed	2	ADC_SUFFIX_5bc7a0c8475f	NEEDS_REVIEW
OURS_ADC_SUFFIX_6692932bc032	JSKN033			PRESUMED_STRICT_ADC	PRESUMED_ADC						2025-11-24		europe_pmc; pubmed	2	ADC_SUFFIX_6692932bc032	NEEDS_REVIEW
OURS_ADC_SUFFIX_c888276002d4	PL119			PRESUMED_STRICT_ADC	PRESUMED_ADC						2026-05-21		europe_pmc; pubmed	2	ADC_SUFFIX_c888276002d4	NEEDS_REVIEW
OURS_ADC_SUFFIX_6797e6654c13	YL205			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus; europe_pmc; pubmed	3	ADC_SUFFIX_6797e6654c13	NEEDS_REVIEW
OURS_ADC_SUFFIX_7bf77c38d91f	BR112			PRESUMED_STRICT_ADC	PRESUMED_ADC						2026-06-16		europe_pmc; pubmed	2	ADC_SUFFIX_7bf77c38d91f	NEEDS_REVIEW
OURS_ADC_SUFFIX_965d2a5cdcd8	ABBV-706			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus; europe_pmc; pubmed	3	ADC_SUFFIX_965d2a5cdcd8	NEEDS_REVIEW
OURS_ADC_SUFFIX_f049c1a1fc91	DYP688			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-12-17		conference_abstract_corpus; europe_pmc; pubmed	3	ADC_SUFFIX_f049c1a1fc91	NEEDS_REVIEW
OURS_ADC_SUFFIX_db9ca04e30cb	NRBM-25			PRESUMED_STRICT_ADC	PRESUMED_ADC						2026-06-23		europe_pmc; pubmed	2	ADC_SUFFIX_db9ca04e30cb	NEEDS_REVIEW
OURS_ADC_SUFFIX_8de7619943ba	CRB-701			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-02-20		clinicaltrials; conference_abstract_corpus; europe_pmc; pubmed	4	ADC_SUFFIX_8de7619943ba	NEEDS_REVIEW
OURS_ADC_SUFFIX_007824bab18d	MEDI-547			PRESUMED_STRICT_ADC	PRESUMED_ADC						2012-02-28		europe_pmc	1	ADC_SUFFIX_007824bab18d	NEEDS_REVIEW
OURS_ADC_SUFFIX_b85544124aee	SYD983			PRESUMED_STRICT_ADC	PRESUMED_ADC						2014-09-04		europe_pmc	1	ADC_SUFFIX_b85544124aee	NEEDS_REVIEW
OURS_ADC_SUFFIX_429c328ac8c3	DMOT4039A			PRESUMED_STRICT_ADC	PRESUMED_ADC						2015-11-20		europe_pmc	1	ADC_SUFFIX_429c328ac8c3	NEEDS_REVIEW
OURS_ADC_SUFFIX_b8be8efb00bb	SG3227			PRESUMED_STRICT_ADC	PRESUMED_ADC						2017-01-30		europe_pmc	1	ADC_SUFFIX_b8be8efb00bb	NEEDS_REVIEW
OURS_ADC_SUFFIX_a710efc45d77	REGN2878			PRESUMED_STRICT_ADC	PRESUMED_ADC						2017-04-04		europe_pmc	1	ADC_SUFFIX_a710efc45d77	NEEDS_REVIEW
OURS_ADC_SUFFIX_51f53212cfa2	CD123A			PRESUMED_STRICT_ADC	PRESUMED_ADC						2017-11-15		europe_pmc	1	ADC_SUFFIX_51f53212cfa2	NEEDS_REVIEW
OURS_ADC_SUFFIX_f6f465aaaa27	AXL-107			PRESUMED_STRICT_ADC	PRESUMED_ADC						2018-01-15		europe_pmc	1	ADC_SUFFIX_f6f465aaaa27	NEEDS_REVIEW
OURS_ADC_SUFFIX_2a75ee5c4d37	CLT030			PRESUMED_STRICT_ADC	PRESUMED_ADC						2018-07-01		europe_pmc	1	ADC_SUFFIX_2a75ee5c4d37	NEEDS_REVIEW
OURS_ADC_SUFFIX_9544a59c8c68	DCLL9718A			PRESUMED_STRICT_ADC	PRESUMED_ADC						2018-10-02		europe_pmc	1	ADC_SUFFIX_9544a59c8c68	NEEDS_REVIEW
OURS_ADC_SUFFIX_3bdb7fb98a59	LR004			PRESUMED_STRICT_ADC	PRESUMED_ADC						2018-11-15		europe_pmc	1	ADC_SUFFIX_3bdb7fb98a59	NEEDS_REVIEW
OURS_ADC_SUFFIX_2ce4f2d4fcb9	DFRF4539A			PRESUMED_STRICT_ADC	PRESUMED_ADC						2019-02-04		europe_pmc	1	ADC_SUFFIX_2ce4f2d4fcb9	NEEDS_REVIEW
OURS_ADC_SUFFIX_920bfdf787ce	DGN462			PRESUMED_STRICT_ADC	PRESUMED_ADC						2019-02-07		europe_pmc	1	ADC_SUFFIX_920bfdf787ce	NEEDS_REVIEW
OURS_ADC_SUFFIX_54b6dad2ba6c	CDX-0125			PRESUMED_STRICT_ADC	PRESUMED_ADC						2019-03-01		conference_abstract_corpus; europe_pmc	2	ADC_SUFFIX_54b6dad2ba6c	NEEDS_REVIEW
OURS_ADC_SUFFIX_20d6f6eec687	DEDN6526A			PRESUMED_STRICT_ADC	PRESUMED_ADC						2019-08-05		europe_pmc	1	ADC_SUFFIX_20d6f6eec687	NEEDS_REVIEW
OURS_ADC_SUFFIX_89344d18d5f1	TR1801			PRESUMED_STRICT_ADC	PRESUMED_ADC						2019-07-01		conference_abstract_corpus; europe_pmc	2	ADC_SUFFIX_89344d18d5f1	NEEDS_REVIEW
OURS_ADC_SUFFIX_8e5eba97da3b	MI130110			PRESUMED_STRICT_ADC	PRESUMED_ADC						2020-04-07		europe_pmc	1	ADC_SUFFIX_8e5eba97da3b	NEEDS_REVIEW
OURS_ADC_SUFFIX_4f02a9aa6b08	DLYE5953A			PRESUMED_STRICT_ADC	PRESUMED_ADC						2020-07-21		europe_pmc	1	ADC_SUFFIX_4f02a9aa6b08	NEEDS_REVIEW
OURS_ADC_SUFFIX_71bd39121696	DCLL9718S			PRESUMED_STRICT_ADC	PRESUMED_ADC						2021-03-11		europe_pmc	1	ADC_SUFFIX_71bd39121696	NEEDS_REVIEW
OURS_ADC_SUFFIX_4556c7eb28df	DAXL-88			PRESUMED_STRICT_ADC	PRESUMED_ADC						2021-03-18		europe_pmc	1	ADC_SUFFIX_4556c7eb28df	NEEDS_REVIEW
OURS_ADC_SUFFIX_32bcb78c5f16	NMS-P945			PRESUMED_STRICT_ADC	PRESUMED_ADC						2021-04-02		europe_pmc	1	ADC_SUFFIX_32bcb78c5f16	NEEDS_REVIEW
OURS_ADC_SUFFIX_d68b6ee44f89	huXBR1-402			PRESUMED_STRICT_ADC	PRESUMED_ADC						2019-07-01		conference_abstract_corpus; europe_pmc	2	ADC_SUFFIX_d68b6ee44f89	NEEDS_REVIEW
OURS_ADC_SUFFIX_dc6c42680aa6	SMADC001			PRESUMED_STRICT_ADC	PRESUMED_ADC						2021-11-24		europe_pmc	1	ADC_SUFFIX_dc6c42680aa6	NEEDS_REVIEW
OURS_ADC_SUFFIX_13f9be565345	EC112002			PRESUMED_STRICT_ADC	PRESUMED_ADC						2022-10-20		europe_pmc	1	ADC_SUFFIX_13f9be565345	NEEDS_REVIEW
OURS_ADC_SUFFIX_4a3cccee4473	ASP1235			PRESUMED_STRICT_ADC	PRESUMED_ADC						2022-12-20		europe_pmc	1	ADC_SUFFIX_4a3cccee4473	NEEDS_REVIEW
OURS_ADC_SUFFIX_d826789fcf25	LFA102			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-01-13		europe_pmc	1	ADC_SUFFIX_d826789fcf25	NEEDS_REVIEW
OURS_ADC_SUFFIX_840e8fa64093	CD228A			PRESUMED_STRICT_ADC	PRESUMED_ADC						2019-07-01		conference_abstract_corpus; europe_pmc	2	ADC_SUFFIX_840e8fa64093	NEEDS_REVIEW
OURS_ADC_SUFFIX_8a0c1d72a01d	CLDN6-23			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-06-01		europe_pmc	1	ADC_SUFFIX_8a0c1d72a01d	NEEDS_REVIEW
OURS_ADC_SUFFIX_efaf1641d662	NAV-001			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus; europe_pmc	2	ADC_SUFFIX_efaf1641d662	NEEDS_REVIEW
OURS_ADC_SUFFIX_70f645e111d3	AMT-562			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-09-01		europe_pmc	1	ADC_SUFFIX_70f645e111d3	NEEDS_REVIEW
OURS_ADC_SUFFIX_0fc0ef669ecd	MEDI7247			PRESUMED_STRICT_ADC	PRESUMED_ADC						2018-07-01		conference_abstract_corpus; europe_pmc	2	ADC_SUFFIX_0fc0ef669ecd	NEEDS_REVIEW
OURS_ADC_SUFFIX_c3fa66b6978b	ITC-6102RO			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-05-25		europe_pmc	1	ADC_SUFFIX_c3fa66b6978b	NEEDS_REVIEW
OURS_ADC_SUFFIX_6d4e47204bdd	AMT-253			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-11-01		conference_abstract_corpus; europe_pmc	2	ADC_SUFFIX_6d4e47204bdd	NEEDS_REVIEW
OURS_ADC_SUFFIX_50dfa19b718f	SN-38			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-01-01		europe_pmc	1	ADC_SUFFIX_50dfa19b718f	NEEDS_REVIEW
OURS_ADC_SUFFIX_3f88e0fd4fb7	AGCM-22			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-02-27		europe_pmc	1	ADC_SUFFIX_3f88e0fd4fb7	NEEDS_REVIEW
OURS_ADC_SUFFIX_4b3fbc19c1fa	TE-1146			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-14		conference_abstract_corpus; europe_pmc	2	ADC_SUFFIX_4b3fbc19c1fa	NEEDS_REVIEW
OURS_ADC_SUFFIX_0541ebcd369d	DB-1310			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus; europe_pmc	2	ADC_SUFFIX_0541ebcd369d	NEEDS_REVIEW
OURS_ADC_SUFFIX_83be0f0558e7	AD005			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-10-01		europe_pmc	1	ADC_SUFFIX_83be0f0558e7	NEEDS_REVIEW
OURS_ADC_SUFFIX_516d2dbe39a9	DB-1314			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-08-14		europe_pmc	1	ADC_SUFFIX_516d2dbe39a9	NEEDS_REVIEW
OURS_ADC_SUFFIX_7110008161b4	AM1-15			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-10-04		europe_pmc	1	ADC_SUFFIX_7110008161b4	NEEDS_REVIEW
OURS_ADC_SUFFIX_a1a49c606129	ADCT-701			PRESUMED_STRICT_ADC	PRESUMED_ADC						2018-07-01		clinicaltrials; conference_abstract_corpus; europe_pmc	3	ADC_SUFFIX_a1a49c606129	NEEDS_REVIEW
OURS_ADC_SUFFIX_470a0277f369	DX8951			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-09-13		europe_pmc	1	ADC_SUFFIX_470a0277f369	NEEDS_REVIEW
OURS_ADC_SUFFIX_6e31b025acc6	7MW4911			PRESUMED_STRICT_ADC	PRESUMED_ADC						2025-04-21		conference_abstract_corpus; europe_pmc	2	ADC_SUFFIX_6e31b025acc6	NEEDS_REVIEW
OURS_ADC_SUFFIX_7f7caae27c86	DS-3939a			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus; europe_pmc	2	ADC_SUFFIX_7f7caae27c86	NEEDS_REVIEW
OURS_ADC_SUFFIX_ac6fd8618d4a	MBRC-101			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus; europe_pmc	2	ADC_SUFFIX_ac6fd8618d4a	NEEDS_REVIEW
OURS_ADC_SUFFIX_e94d4ba9d7a0	TUB-040			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-12		clinicaltrials; conference_abstract_corpus; europe_pmc	3	ADC_SUFFIX_e94d4ba9d7a0	NEEDS_REVIEW
OURS_ADC_SUFFIX_394eeb5b5453	BVX001			PRESUMED_STRICT_ADC	PRESUMED_ADC						2025-09-01		europe_pmc	1	ADC_SUFFIX_394eeb5b5453	NEEDS_REVIEW
OURS_ADC_SUFFIX_cb8911a7c94c	HRA00129-C004			PRESUMED_STRICT_ADC	PRESUMED_ADC						2026-03-01		europe_pmc	1	ADC_SUFFIX_cb8911a7c94c	NEEDS_REVIEW
OURS_ADC_SUFFIX_eb170325d48e	FK002			PRESUMED_STRICT_ADC	PRESUMED_ADC						2025-10-31		europe_pmc	1	ADC_SUFFIX_eb170325d48e	NEEDS_REVIEW
OURS_ADC_SUFFIX_961cc83c46cc	NRTL-24			PRESUMED_STRICT_ADC	PRESUMED_ADC						2025-12-11		europe_pmc	1	ADC_SUFFIX_961cc83c46cc	NEEDS_REVIEW
OURS_ADC_SUFFIX_bbe35d18d6aa	Y101S			PRESUMED_STRICT_ADC	PRESUMED_ADC						2026-02-09		europe_pmc	1	ADC_SUFFIX_bbe35d18d6aa	NEEDS_REVIEW
OURS_ADC_SUFFIX_52ee4c7ff1de	GL-2401			PRESUMED_STRICT_ADC	PRESUMED_ADC						2026-03-19		europe_pmc	1	ADC_SUFFIX_52ee4c7ff1de	NEEDS_REVIEW
OURS_ADC_SUFFIX_36cc6be057ec	Her2-W1507			PRESUMED_STRICT_ADC	PRESUMED_ADC						2026-05-27		europe_pmc	1	ADC_SUFFIX_36cc6be057ec	NEEDS_REVIEW
OURS_ADC_SUFFIX_797cce8f7156	CD352A			PRESUMED_STRICT_ADC	PRESUMED_ADC						2016-07-15		conference_abstract_corpus	1	ADC_SUFFIX_797cce8f7156	NEEDS_REVIEW
OURS_ADC_SUFFIX_6c751089e23d	ADCT-502			PRESUMED_STRICT_ADC	PRESUMED_ADC						2017-07-01		conference_abstract_corpus	1	ADC_SUFFIX_6c751089e23d	NEEDS_REVIEW
OURS_ADC_SUFFIX_2f1e9272c3a6	GM103			PRESUMED_STRICT_ADC	PRESUMED_ADC						2018-07-01		conference_abstract_corpus	1	ADC_SUFFIX_2f1e9272c3a6	NEEDS_REVIEW
OURS_ADC_SUFFIX_c955eb1f2c80	DCBD16001			PRESUMED_STRICT_ADC	PRESUMED_ADC						2018-07-01		conference_abstract_corpus	1	ADC_SUFFIX_c955eb1f2c80	NEEDS_REVIEW
OURS_ADC_SUFFIX_e257c46c7cc0	PL1601			PRESUMED_STRICT_ADC	PRESUMED_ADC						2019-07-01		conference_abstract_corpus	1	ADC_SUFFIX_e257c46c7cc0	NEEDS_REVIEW
OURS_ADC_SUFFIX_909db03bb819	BAT8003			PRESUMED_STRICT_ADC	PRESUMED_ADC						2019-07-01		conference_abstract_corpus	1	ADC_SUFFIX_909db03bb819	NEEDS_REVIEW
OURS_ADC_SUFFIX_8b74d992b906	BAY-924			PRESUMED_STRICT_ADC	PRESUMED_ADC						2019-07-01		conference_abstract_corpus	1	ADC_SUFFIX_8b74d992b906	NEEDS_REVIEW
OURS_ADC_SUFFIX_d4253d73f71b	SC-004			PRESUMED_STRICT_ADC	PRESUMED_ADC						2020-08-15		conference_abstract_corpus	1	ADC_SUFFIX_d4253d73f71b	NEEDS_REVIEW
OURS_ADC_SUFFIX_407ec94ca6eb	GENA-111			PRESUMED_STRICT_ADC	PRESUMED_ADC						2022-06-15		conference_abstract_corpus	1	ADC_SUFFIX_407ec94ca6eb	NEEDS_REVIEW
OURS_ADC_SUFFIX_d10aad9939aa	YH012			PRESUMED_STRICT_ADC	PRESUMED_ADC						2022-06-15		conference_abstract_corpus	1	ADC_SUFFIX_d10aad9939aa	NEEDS_REVIEW
OURS_ADC_SUFFIX_b19a21d8838f	PODO447			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus	1	ADC_SUFFIX_b19a21d8838f	NEEDS_REVIEW
OURS_ADC_SUFFIX_7e1c7d653de3	ZW220			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus	1	ADC_SUFFIX_7e1c7d653de3	NEEDS_REVIEW
OURS_ADC_SUFFIX_b9d06653033a	MBK-103			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus	1	ADC_SUFFIX_b9d06653033a	NEEDS_REVIEW
OURS_ADC_SUFFIX_d8250fa772c6	CO-1008			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus	1	ADC_SUFFIX_d8250fa772c6	NEEDS_REVIEW
OURS_ADC_SUFFIX_5fa1bab55b19	GQ1010			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus	1	ADC_SUFFIX_5fa1bab55b19	NEEDS_REVIEW
OURS_ADC_SUFFIX_c598fb841016	ADCT-211			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus	1	ADC_SUFFIX_c598fb841016	NEEDS_REVIEW
OURS_ADC_SUFFIX_ef7442a2baf9	ADCT-212			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus	1	ADC_SUFFIX_ef7442a2baf9	NEEDS_REVIEW
OURS_ADC_SUFFIX_0eb7fe9c9d73	ZW191			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		clinicaltrials; conference_abstract_corpus	2	ADC_SUFFIX_0eb7fe9c9d73	NEEDS_REVIEW
OURS_ADC_SUFFIX_fef69e0c4d28	ZW251			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		clinicaltrials; conference_abstract_corpus	2	ADC_SUFFIX_fef69e0c4d28	NEEDS_REVIEW
OURS_ADC_SUFFIX_22dc953b9c9a	DB-1311			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus	1	ADC_SUFFIX_22dc953b9c9a	NEEDS_REVIEW
OURS_ADC_SUFFIX_d45ef2cbdc17	STRO-003			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-04		conference_abstract_corpus	1	ADC_SUFFIX_d45ef2cbdc17	NEEDS_REVIEW
OURS_ADC_SUFFIX_14ebe44a0699	DM004			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-14		conference_abstract_corpus	1	ADC_SUFFIX_14ebe44a0699	NEEDS_REVIEW
OURS_ADC_SUFFIX_82c97ea034e7	BCG033			PRESUMED_STRICT_ADC	PRESUMED_ADC						2023-04-14		conference_abstract_corpus	1	ADC_SUFFIX_82c97ea034e7	NEEDS_REVIEW
OURS_ADC_SUFFIX_21ba3788ea21	AT86474			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus	1	ADC_SUFFIX_21ba3788ea21	NEEDS_REVIEW
OURS_ADC_SUFFIX_0fadecc50fb8	DXC006			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus	1	ADC_SUFFIX_0fadecc50fb8	NEEDS_REVIEW
OURS_ADC_SUFFIX_38ce7789e2f0	HMA800067			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus	1	ADC_SUFFIX_38ce7789e2f0	NEEDS_REVIEW
OURS_ADC_SUFFIX_38ea98d00f97	PRO1106			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus	1	ADC_SUFFIX_38ea98d00f97	NEEDS_REVIEW
OURS_ADC_SUFFIX_21e42f4f8059	SAR445953			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus	1	ADC_SUFFIX_21e42f4f8059	NEEDS_REVIEW
OURS_ADC_SUFFIX_58c67d78660a	GQ1012			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus	1	ADC_SUFFIX_58c67d78660a	NEEDS_REVIEW
OURS_ADC_SUFFIX_a595aebfdbcc	ADV101			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus	1	ADC_SUFFIX_a595aebfdbcc	NEEDS_REVIEW
OURS_ADC_SUFFIX_41cb1266d788	BCG017			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus	1	ADC_SUFFIX_41cb1266d788	NEEDS_REVIEW
OURS_ADC_SUFFIX_b48a542be33a	BCG016			PRESUMED_STRICT_ADC	PRESUMED_ADC						2024-03-22		conference_abstract_corpus	1	ADC_SUFFIX_b48a542be33a	NEEDS_REVIEW
