canonical_name	aliases	development_codes	target	company	highest_stage	development_status	nct_ids	adc_scope	catalog_status	sources
Anvatabart pactil	Anvatabart pactil		Receptor tyrosine-protein kinase erbB-2 (HER2)		Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
ABBV-154	ABBV 154; ABBV-154; ABBV154		Tumor necrosis factor (TNF)	AbbVie, Inc	Phase2	Phase 2 (Terminated)	NCT04888585; NCT04972968; NCT05068284; NCT05556226	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc; pubmed
Trastuzumab-amanitin 1	Trastuzumab Amanitin1		Receptor tyrosine-protein kinase erbB-2 (HER2)	Heidelberg Pharma AG	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
REGN5093-M114	METxMET ADC - Regeneron Pharmaceuticals; REGN 5093 M114; REGN5093- M114; REGN5093-M114; REGN5093M114		Hepatocyte growth factor receptor (MET)	Regeneron Pharmaceuticals, Inc	Phase2	Phase 1/2		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
IKS-04	IKS 04; IKS04		Undisclosed	Iksuda Therapeutics Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
KH815					Phase1	Phase 1	NCT06885645	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
BB-1709	BB 1709; BB-1709; BB1709		5'-nucleotidase (NT5E)	Baili Sikang Biomedicine (Hangzhou) Co., Ltd	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SHR-3792					Phase1	Phase 1	NCT06907628	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
M-1231	M 1231; M-1231; M1231		Epidermal growth factor receptor (EGFR); Mucin-1 (MUC1)	EMD Serono Research & Development Institute, Inc; The University of Texas MD Anderson Cancer Center; Sutro Biopharma, Inc	Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials
CytSCA208	Monoclonal antibody CA208-cytorhodin-S conjugate		Pregnancy-specific beta-1-glycoprotein 2 (PSG2)	Aventis SA; Sanofi	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
LFD-200					Phase1	Phase 1	NCT07207954	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
NN-3201	NN 3201; NN-3201; NN3201		Mast/stem cell growth factor receptor Kit (KIT)	Novelty Nobility, Inc	Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc
MYX2449	MYX 2449; MYX2449		Receptor tyrosine-protein kinase erbB-2 (HER2)	Myricx Pharma Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Thio-Tmab-BMPEO-DM1	Thio-Tmab BMPEO DM1		Receptor tyrosine-protein kinase erbB-2 (HER2)	Genentech, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Telimomab aritox	T101-RTA; T101RTA; T101 RTA		T-cell surface glycoprotein CD5 (CD5)		Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
LP-A18	Antibody drug conjugate Lantern Pharma; LPA18; LP A18		Undisclosed	Lantern Pharma, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
OXS-1650					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
DYNE-301	DYNE301; DYNE 301; Facioscapulohumeral muscular dystrophy therapy-Dyne Therapeutics; FORCE-FM10		Double homeobox protein 4 (DUX4)	Dyne Therapeutics, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Belantamab mafodotin	GSK-2857916; GSK'916; GSK2857916; J6M0-mcMMAF; anti-BCMA-ADC; Belamaf; belantamab mafodotin-blmf		Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)	GSK Plc; GlaxoSmithKline (Ireland) Ltd; Glaxosmithkline Intellectual Property Development Ltd	Approved	Approved (FDA): Aug, 2020	NCT02064387; NCT03769506	STRICT_ADC	MULTISOURCE_CONFIRMED	nar_reference; configs/known_adc_assets.yaml; clinicaltrials
<sup>111</sup>In-DTPA-D2B-DAR4-MMAE					Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Losatuxizumab vedotin	ABBV 224; ABBV-221; ABBV221; Losatuxizumab vedotin		Epidermal growth factor receptor (EGFR)	AbbVie, Inc	Phase1	Phase 1 (Terminated)	NCT02365662	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
APN-959038	APN959038; APN 959038		Transmembrane protein (novel epitope)	Atreca, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SKB445					Phase1	Phase 1	NCT06826040	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
JS114	JS 114; JS-114		Nectin-4 (NECTIN4)	Shanghai Junshi Biosciences Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Tra-IR700	Trastuzumab-IR700		Receptor tyrosine-protein kinase erbB-2 (HER2)	Rakuten Medical, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
ZV0203	Recombinant anti-EGFR monoclonal antibody- DUO5 conjugate; ZV 0201; ZV 0203; ZV-0201; ZV-0203; ZV0201; ZV0203; ZV0203-ADC; ADC-2122; ADC 2122; ADC2122		Receptor tyrosine-protein kinase erbB-2 (HER2)	Zhejiang Hisun Pharmaceutical Co., Ltd; Zhejiang Zova Biotherapeutics Inc	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SGN-CD48A					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
KSI-601	KSI 601; KSI601		Vascular endothelial growth factor A (VEGFA)	Kodiak Sciences, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Ifinatamab deruxtecan	DS 7300; DS-7300; DS-7300a; DS7300; Ifinatamab deruxtecan; I-DXd		CD276 antigen (CD276)	Daiichi Sankyo Co., Ltd	Phase3	Phase 3	NCT04145622; NCT05280470	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc; pubmed
EX108	EX 108; EX-108		Undisclosed	Excelmab Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BB-1712					Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
NW-001	NW001; NW 001		Undisclosed	Shenzhen Chipscreen Biosciences Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
MEDI-3726	ADCT 401; ADCT-401; MEDI 3726; MEDI-3726; MEDI3 726 (forme rly ADCT-401); MEDI3726		Glutamate carboxypeptidase 2 (FOLH1)	MedImmune LLC; AstraZeneca PLC	Phase1	Phase 1 (Terminated)	NCT02991911	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
HY-0001	HY 0001; HY0001		Undisclosed	Sichuan Huiyu Pharmaceutical Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
PNU-159682-P1C1TM					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
WTX-212					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
CX-2051	CX 2051; CX2051		Epithelial cell adhesion molecule (EPCAM)	CytomX Therapeutics, Inc	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SHR-A1403	HTI 1066; HTI-1066; SHR A1403; SHR-A1403; SHR-A1403, HTI-1066; SHRA1403		Hepatocyte growth factor receptor (MET)	Jiangsu Hengrui Pharmaceuticals Co., Ltd; Shanghai Hengrui Pharmaceutical Co., Ltd	Phase1	Phase 1 (Terminated)	NCT03856541	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
EGFR-EDV-RRM1					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Mirzotamab clezutoclax	ABBV-155; ABBV 155; ABBV155		CD276 antigen (CD276)	AbbVie, Inc	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
AVID-100	AVID 100; AVID-100; AVID100		Epidermal growth factor receptor (EGFR)	Bristol Myers Squibb Co; Formation Biologics	Phase2	Phase 1/2 (Terminated)	NCT03094169	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
BA1301					Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
FZ-AD004	FZ AD004; FZ-AD004; FZAD004		Tumor-associated calcium signal transducer 2 (TROP2)	Shanghai Fudan Zhangjiang Bio Pharmaceutical Co., Ltd	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Azintuxizumab vedotin	ABBV 838; ABBV-838; ABBV838; Azintuxizumab vedotin		SLAM family member 7 (SLAMF7)	AbbVie, Inc	Phase1	Phase 1 (Terminated)	NCT02462525; NCT02951117	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; europe_pmc
BRY811	BRY-811; BRY 811		Undisclosed	BioRay Biopharmaceutical Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
PSM-101	PSM 101; PSM101		Undisclosed	PrecisemAb Biotech Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Basiliximab sarotalocan	Basiliximab sarotalocan		Interferon-stimulated gene 20 kDa protein (ISG20)		Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
XNW-28012	XNW 28012; XNW28012		Undisclosed	Suzhou Sinovent Pharmaceuticals Co.,Ltd; Shanghai Sinovent Biopharmaceutical Co., Ltd	Investigative	Investigative		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
Samrotamab vedotin	ABBV 085; ABBV-085; ABBV085; PR-1498487-MMAE; Samrotamab vedotin		Leucine-rich repeat-containing protein 15 (LRRC15)	AbbVie, Inc	Phase1	Phase 1 (Terminated)	NCT02565758	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc
Recombinant chimeric anti-CD30 mAb-MCC-DM1					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
LIN-002	AF-Lx-trastuzumab; Auristatin-F-Lx-trastuzumab; trastuzumab-Lx-AF; LIN 002; LIN002		Receptor tyrosine-protein kinase erbB-2 (HER2)	LinXis B.V	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
IKS-03	IKS 03; IKS-03; IKS03; LCB-73; LCB 73; LCB73; NI-2201; NI 2201; NI2201		B-lymphocyte antigen CD19 (CD19)	Iksuda Therapeutics Ltd	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Rolinsatamab talirine	ABBV 176; ABBV-176; ABV176; DC-1630993; Rolinsatamab talirine; h16f		Prolactin receptor (PRLR)	AbbVie, Inc	Phase1	Phase 1 (Terminated)	NCT03145909	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
PRN 222	PRN-222; PRN222		Epidermal growth factor receptor (EGFR); Receptor tyrosine-protein kinase erbB-3 (HER3)	ProEn Therapeutics Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
HDM2024					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
<sup>89</sup>Zr-DFO-T-DM1					Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
KIVU-107					Phase1	Phase 1	NCT07229313	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
Upifitamab rilsodotin	UpRi; Upifitamab rilsodotin; XMT 1536; XMT-1536; XMT1536		Sodium-dependent phosphate transport protein 2B (SLC34A2)	Mersana Therapeutics, Inc	Phase3	Phase 3	NCT03319628; NCT04907968; NCT05329545	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
LY4175408					Phase1	Phase 1	NCT07046923	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials
hu5B1-TCO					Phase1	Phase 1	NCT05737615	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
3-NAntC	3-NAnTc-sdAb; 3 NAntC; 3NAntC		Undisclosed		Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
FDA-018	FDA-018; FDA018; FDA018 Antibody Drug Cojugate; F0024		Tumor-associated calcium signal transducer 2 (TROP2)	Shanghai Fudan Zhangjiang Bio Pharmaceutical Co., Ltd	Phase3	Phase 3	NCT05174637	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc; pubmed; conference_abstract_corpus
Pinatuzumab vedotin	ACD22-VCMMAE; Anti-CD22-ADC; Anti-CD22-MCC-DM1; DCDT 2980S ADC; DCDT 2980S antibody-drug conjugate; DCDT-2980S; DCDT2980S; FCU-2703; Pinatuzumab vedotin; RG-7593; RG7593, DCDT2 980S; RO-5541072; RO-5541072-000		B-cell receptor CD22 (CD22)	Genentech, Inc	Phase1	Phase 1 (Terminated)	NCT01209130; NCT01691898	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; europe_pmc
EDC-2	EDC2; EDC 2; extracellular drug conjugate-2; extracellular drug conjugate-2 (Centrose)		Basigin (BSG)	Centrose LLC	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BCG-011	BCG011; BCG 011		Tumor-associated calcium signal transducer 2 (TROP2); Epidermal growth factor receptor (EGFR)	Biocytogen Pharmaceuticals (Beijing) Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
IPH43	IPH-43; IPH 43		MHC class I polypeptide-related sequence A (MICA)	Innate Pharma SA; AstraZeneca PLC	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
TORL-4-500	TORL-4-500; TORL 4 500; TORL4500		Protein delta homolog 1 (DLK1)	TORL Biotherapeutics LLC	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
N01-OX2	N01 OX2; N01OX2; IN-N01-OX2; IN N01 OX2		Melatonin receptor type 1A (MTNR1A)	Intellect Neurosciences, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SGN-ALPV	SGN-ALPV; SGN ALPV; SGNALPV		Alkaline phosphatase, germ cell type (ALPG); Alkaline phosphatase, placental type (ALPP)	Seagen Inc	Phase1	Phase 1 (Terminated)	NCT05229900	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Tisotumab vedotin	HuMax-TF-ADC; Tisotumab vedotin; GCT1015-04; IGG1-1015-011-1006; TF-011-MMAE; WHO 10148; Humax TF ADC; HuMax-TF; HuMax-TF-ADC		Tissue factor (F3)	Seagen Inc; Genmab A/S; Zai Lab Ltd; Rps Medical Technology (Beijing) Co., Ltd	Approved	Approved (FDA): Sep 22, 2021	NCT02001623; NCT02552121; NCT03245736; NCT03438396; NCT03485209; NCT03657043; NCT03786081; NCT03913741; NCT04697628	STRICT_ADC	MULTISOURCE_CONFIRMED	nar_reference; configs/known_adc_assets.yaml; clinicaltrials
Y-TR1 SPDP	Y-TR1-SPDP		Dipeptidyl peptidase 4 (DPP4)		Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
GENA-111-AF	GENA-111 AF; GENA-111AF; GENA-111-ADC; GENA-111 ADC		Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)	Genome & Co	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
MEDI-2228	MEDI 2228; MEDI-2228; MEDI2 228; MEDI2228		Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)	MedImmune LLC; AstraZeneca PLC	Phase1	Phase 1 (Terminated)	NCT03489525	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
VL-DAB31-SN38	VL DAB31 SN38		Undisclosed		Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SIBP-A18					Phase1	Phase 1	NCT06985368	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
YL201					Phase3	Phase 3		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
SGN-CD228A	Anti-CD228-MMAE; SGN CD228A; SGN-CD228A; anti-CD228 antibody-drug conjugate		Melanotransferrin (MELTF)	Seagen Inc	Phase1	Phase 1 (Terminated)	NCT04042480	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
RC68-PY-Val-Cit-PABC-MMAE	RC68 PY VC PAB MMAE		Epidermal growth factor receptor (EGFR)	RemeGen Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Depatuxizumab mafodotin	ABT-414; ABT-414/806; Depatux-M; Depatuxizumab mafodotin		Epidermal growth factor receptor (EGFR)	AbbVie, Inc	Phase2	Phase 1/2 (Terminated)		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc
DS3610					Phase1	Phase 1	NCT07159126	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
EBC-129	EBC 129; EBC-129; EBC129		Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5); Carcinoembryonic antigen-related cell adhesion molecule 6 (CEACAM6)	Experimental Drug Development Centre, PAREXEL International Corp	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
KM501	KM 501; KM-501; KM501; Recombinant anti-HER2 domain II and domain IV bispecific antibody-MMAE conjugate (Xuanzhu); XZP-KM501		Receptor tyrosine-protein kinase erbB-2 (HER2 ECD2); Receptor tyrosine-protein kinase erbB-2 (HER2 ECD4)	Xuanzhu Biopharmaceutical Co., Ltd	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
PRO-1160	PRO 1160; PRO-1160; PRO1160		CD70 antigen (CD70)	ProfoundBio (Suzhou) Co., Ltd	Phase2	Phase 1/2	NCT05721222	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
RG7787	RG 7787; RG-7787		Mesothelin (MSLN)		Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BSC-4201	BSC4201; BSC 4201		Undisclosed	BiSiChem Co. Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
RAD-502	RAD 502; RAD502; Lutetium-177 labeled humanized monoclonal antibody targeting leucine rich repeat containing 15 (LRRC15)		Leucine-rich repeat-containing protein 15 (LRRC15)	Radiopharm Theranostics Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
IMB-201	Antibody-drug conjugates (ImmunoBiochem); IMB 201; IMB201		HLA class I histocompatibility antigen, alpha chain G (HLA-G)	ImmunoBiochem Corp	Investigative	Investigative		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
FOR-46	Anti-CD46 antibody drug conjugate; FOR 46; FOR-46; FOR46; FG-3246; FG 3246; FG3246		Membrane cofactor protein (CD46)	University of California San Diego; Fortis Therapeutics, Inc	Phase2	Phase 2	NCT03575819; NCT03650491; NCT05011188	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials
CBP-1609	CBP1609; CBP 1609		Undisclosed	Coherent Biopharma Suzhou Co. Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
16A5-MCC-DM1					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
NV101	BV101; NV 101; anti-CD99-doxorubicin ADC (Nanovalent); Dox-anti-CD99; NV-101		CD99 antigen (CD99)	NanoValent Pharmaceuticals, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BDB-101	BDB101; BDB 101		Programmed cell death 1 ligand 1 (CD274)	Seven And Eight Biopharmaceuticals Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SGN-PDL1V	PF-08046054; SGN PDL1V; SGN-PDL1V; SGNPDL1V		Programmed cell death 1 ligand 1 (CD274)	Seagen Inc	Phase3	Phase 3	NCT05208762	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SMP-656	SMP 656; SMP-656; SMP656		Receptor tyrosine-protein kinase erbB-2 (HER2)	Xiling Lab Pharmaceutical Co., Ltd	Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
AGS-16C3F	AGS 16C3F; AGS-16C3F; AGS-16F; AGS-16M8F; AGS16C3F; Anti-ENPP3-MMAF		Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 (ENPP3)	Agensys, Inc; Astellas Pharma, Inc	Phase2	Phase 2 (Terminated)	NCT01672775; NCT02639182	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
LCB17-0877					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BioLink018					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BSA01	BSA 01; BSA-01		Epidermal growth factor receptor (EGFR); Mucin-1 (MUC1)	Biocytogen Pharmaceuticals (Beijing) Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Praluzatamab ravtansine	Anti-CD166-DM4-CX-2009; Anti-cd166 probody-drug conjugate cx-2009; CD166 Probody Drug Conjugate; CD166 probody drug conjugate; CX-2009; Praluzatamab ravtansine		CD166 antigen (ALCAM)	ImmunoGen, Inc; CytomX Therapeutics, Inc	Phase2	Phase 2	NCT03149549	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
Polatuzumab vedotin	Polatuzumab vedotin-piic; DCDS4501A; DCDS4501S; FCU-2711; RG-7596; RO-5541077-000; RO5541077; 1313206-42-6; anti-CD79b-VC-MMAE		B-cell antigen receptor complex-associated protein beta chain (CD79B)	Genentech, Inc; Chugai Pharmaceutical Co., Ltd; F. Hoffmann-La Roche Ltd; Roche Holding AG	Approved	Approved (FDA): Jun, 2019	NCT01287741; NCT01290549; NCT01691898; NCT02257567; NCT02600897; NCT02611323; NCT02729896; NCT03274492	STRICT_ADC	MULTISOURCE_CONFIRMED	nar_reference; configs/known_adc_assets.yaml; clinicaltrials
VAL-0620	VAL 0620; VAL0620		Myotubularin (MTM1)	Valerion Therapeutics LLC	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
R4702	R 4702; R-4702		Tumor-associated calcium signal transducer 2 (TROP2)	OBI Pharma, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
IN30728	IN-30728; IN 30728		Undisclosed	Inxmed (Nanjing) Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
MI-130004	MI130004; MI 130004		Receptor tyrosine-protein kinase erbB-2 (HER2)	Pharma Mar SA	Investigative	Investigative		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
Sirtratumab vedotin	AGS-15E; AGS15CSGD-1006; ASG 15E; ASG 15ME; ASG-15ME; Ha15-10ac.1vcMMAE; Ha15-10ac12vcMMAE; Sirtratumab vedotin; sirtratumab vedotin		SLIT and NTRK-like protein 6 (SLITRK6)	Agensys, Inc; Astellas Pharma Global Development, Inc; Seagen Inc	Phase1	Phase 1 (Terminated)	NCT01963052	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
MEN-1309	MEN 1309; MEN-1309; MEN1309; MEN1309, OBT076; MEN1309/OBT076; OBT 076; OBT-076; OBT076		Lymphocyte antigen 75 (LY75)	Oxford BioTherapeutics Ltd; A. Menarini Industrie Farmaceutiche Riunite SRL	Phase1	Phase 1	NCT03403725; NCT04064359	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc; clinicaltrials
MHB118C					Phase1	Phase 1	NCT07045454	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BL-M11D1	BL M11D1; BL-M11D1; BLM11D1		Myeloid cell surface antigen CD33 (CD33)	Sichuan Baili Pharmaceutical Co., Ltd; Chengdu Bailidote Biological Pharmaceutical Co., Ltd; Sichuan Biokin Pharmaceutical Co., Ltd	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SKB-315	A315; SKB 315; SKB-315; SKB315		Claudin-18.2 (CLDN18.2)	KLUS Pharma, Inc; Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd	Phase1	Phase 1	NCT05367635	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SAB-Y27	SAB Y27; SABY27		Phosphatidylserine synthase 1 (PTDSS1)	Syntab Therapeutics GmbH	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
ADRX-0706	ADRX 0706; ADRX-0706; ADRX0706		Nectin-4 (NECTIN4)	Adcentrx Therapeutics, Inc	Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
Ladiratuzumab vedotin	Ladiratuzumab vedotin; MK-6440; SGN-LIV1A; SGN-LIV1A, MK-6440		Zinc transporter ZIP6 (SLC39A6)	Seagen Inc; F. Hoffmann-La Roche Ltd; Merck Sharp & Dohme Corp	Phase2	Phase 2	NCT01969643; NCT03310957; NCT04032704	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus
